functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2009-01-01T00:00:00,"""2009-01-01T23:00:00.000Z""",8,109,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7453709VG4175C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7453709&rc2=VG4175C,575 m2,575
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2009-01-01T00:00:00,"""2009-01-01T23:00:00.000Z""",8,109,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7150721VG4175A,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7150721&rc2=VG4175A,117 m2,117
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2009-01-01T00:00:00,"""2009-01-01T23:00:00.000Z""",8,109,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6860706VG4166B,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6860706&rc2=VG4166B,362 m2,362
functional,1850-01-01T00:00:00,"""1850-01-01T23:00:00.000Z""",1958-01-01T00:00:00,"""1958-01-01T23:00:00.000Z""",59,108,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8254111VG4185C,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8254111&rc2=VG4185C,199 m2,199
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2008-01-01T00:00:00,"""2008-01-01T23:00:00.000Z""",9,108,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7955807VG4175F,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7955807&rc2=VG4175F,126 m2,126
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2008-01-01T00:00:00,"""2008-01-01T23:00:00.000Z""",9,108,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7347810VG4174E,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7347810&rc2=VG4174E,125 m2,125
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2008-01-01T00:00:00,"""2008-01-01T23:00:00.000Z""",9,108,4_1_office,1,0,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6850410VG4165B,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6850410&rc2=VG4165B,2819 m2,2819
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2007-01-01T00:00:00,"""2007-01-01T23:00:00.000Z""",10,107,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=7348507VG4174G,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=7348507&rc2=VG4174G,538 m2,538
functional,1882-01-01T00:00:00,"""1882-01-01T23:00:00.000Z""",1989-01-01T00:00:00,"""1989-01-01T23:00:00.000Z""",28,107,1_residential,1,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=5015D020000000,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=5015D02&rc2=0000000,1038 m2,1038
functional,1900-01-01T00:00:00,"""1900-01-01T23:00:00.000Z""",2007-01-01T00:00:00,"""2007-01-01T23:00:00.000Z""",10,107,1_residential,2,1,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=18900A00800315,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=18900A0&rc2=0800315,565 m2,565
